region_code,weather_param,year,key,value
England,Max temp,1983,SEP,16.9
England,Max temp,1983,OCT,13.6
England,Max temp,1983,NOV,9.9
England,Max temp,1983,DEC,8.2
England,Max temp,1984,JAN,6.3
England,Max temp,1984,FEB,6.1
England,Max temp,1984,MAR,7.3
England,Max temp,1984,APR,12.8
England,Max temp,1984,MAY,13.8
England,Max temp,1984,JUN,18.7
England,Max temp,1984,JUL,21.6
England,Max temp,1984,AUG,22.0
England,Max temp,1984,SEP,16.8
England,Max temp,1984,OCT,14.3
England,Max temp,1984,NOV,10.3
England,Max temp,1984,DEC,7.9
England,Max temp,1985,JAN,3.4
England,Max temp,1985,FEB,5.1
England,Max temp,1985,MAR,8.0
England,Max temp,1985,APR,11.9
England,Max temp,1985,MAY,14.5
England,Max temp,1985,JUN,16.4
England,Max temp,1985,JUL,20.1
England,Max temp,1985,AUG,18.1
England,Max temp,1985,SEP,18.4
England,Max temp,1985,OCT,14.2
England,Max temp,1985,NOV,6.9
England,Max temp,1985,DEC,8.5
England,Max temp,1986,JAN,5.9
England,Max temp,1986,FEB,1.1
England,Max temp,1986,MAR,8.3
England,Max temp,1986,APR,9.1
England,Max temp,1986,MAY,14.8
England,Max temp,1986,JUN,19.0
England,Max temp,1986,JUL,19.9
England,Max temp,1986,AUG,17.3
England,Max temp,1986,SEP,15.9
England,Max temp,1986,OCT,14.4
England,Max temp,1986,NOV,10.7
England,Max temp,1986,DEC,8.6
England,Max temp,1987,JAN,3.0
England,Max temp,1987,FEB,6.5
England,Max temp,1987,MAR,7.1
England,Max temp,1987,APR,14.0
England,Max temp,1987,MAY,14.1
England,Max temp,1987,JUN,16.3
England,Max temp,1987,JUL,19.7
England,Max temp,1987,AUG,19.5
England,Max temp,1987,SEP,17.5
England,Max temp,1987,OCT,13.0
England,Max temp,1987,NOV,8.8
England,Max temp,1987,DEC,7.8
England,Max temp,1988,JAN,7.6
England,Max temp,1988,FEB,7.5
England,Max temp,1988,MAR,9.2
England,Max temp,1988,APR,11.7
England,Max temp,1988,MAY,15.9
England,Max temp,1988,JUN,18.3
England,Max temp,1988,JUL,18.1
England,Max temp,1988,AUG,19.4
England,Max temp,1988,SEP,16.8
England,Max temp,1988,OCT,13.6
England,Max temp,1988,NOV,8.9
England,Max temp,1988,DEC,9.5
England,Max temp,1989,JAN,8.7
England,Max temp,1989,FEB,9.0
England,Max temp,1989,MAR,10.9
England,Max temp,1989,APR,9.9
England,Max temp,1989,MAY,18.0
England,Max temp,1989,JUN,19.5
England,Max temp,1989,JUL,23.0
England,Max temp,1989,AUG,21.4
England,Max temp,1989,SEP,18.6
England,Max temp,1989,OCT,15.0
England,Max temp,1989,NOV,9.5
England,Max temp,1989,DEC,7.4
England,Max temp,1990,JAN,9.1
England,Max temp,1990,FEB,10.1
England,Max temp,1990,MAR,11.8
England,Max temp,1990,APR,12.7
England,Max temp,1990,MAY,17.7
England,Max temp,1990,JUN,17.3
England,Max temp,1990,JUL,21.8
England,Max temp,1990,AUG,22.9
England,Max temp,1990,SEP,17.3
England,Max temp,1990,OCT,14.8
England,Max temp,1990,NOV,9.3
England,Max temp,1990,DEC,6.8
England,Max temp,1991,JAN,5.8
England,Max temp,1991,FEB,4.6
England,Max temp,1991,MAR,10.9
England,Max temp,1991,APR,11.5
England,Max temp,1991,MAY,14.5
England,Max temp,1991,JUN,15.8
England,Max temp,1991,JUL,21.2
England,Max temp,1991,AUG,21.8
England,Max temp,1991,SEP,19.2
England,Max temp,1991,OCT,12.9
England,Max temp,1991,NOV,9.3
England,Max temp,1991,DEC,7.3
England,Max temp,1992,JAN,6.1
England,Max temp,1992,FEB,8.5
England,Max temp,1992,MAR,10.2
England,Max temp,1992,APR,12.2
England,Max temp,1992,MAY,18.2
England,Max temp,1992,JUN,20.4
England,Max temp,1992,JUL,20.1
England,Max temp,1992,AUG,19.3
England,Max temp,1992,SEP,16.7
England,Max temp,1992,OCT,10.8
England,Max temp,1992,NOV,10.4
England,Max temp,1992,DEC,6.2
England,Max temp,1993,JAN,8.7
England,Max temp,1993,FEB,6.9
England,Max temp,1993,MAR,10.0
England,Max temp,1993,APR,12.7
England,Max temp,1993,MAY,15.4
England,Max temp,1993,JUN,19.2
England,Max temp,1993,JUL,19.2
England,Max temp,1993,AUG,18.9
England,Max temp,1993,SEP,15.8
England,Max temp,1993,OCT,11.4
England,Max temp,1993,NOV,7.3
England,Max temp,1993,DEC,7.8
England,Max temp,1994,JAN,7.6
England,Max temp,1994,FEB,5.9
England,Max temp,1994,MAR,10.5
England,Max temp,1994,APR,11.7
England,Max temp,1994,MAY,14.1
England,Max temp,1994,JUN,18.7
England,Max temp,1994,JUL,22.7
England,Max temp,1994,AUG,19.9
England,Max temp,1994,SEP,15.9
England,Max temp,1994,OCT,13.5
England,Max temp,1994,NOV,12.1
England,Max temp,1994,DEC,9.1
England,Max temp,1995,JAN,7.3
England,Max temp,1995,FEB,9.1
England,Max temp,1995,MAR,9.0
England,Max temp,1995,APR,12.8
England,Max temp,1995,MAY,16.2
England,Max temp,1995,JUN,18.3
England,Max temp,1995,JUL,23.3
England,Max temp,1995,AUG,24.3
England,Max temp,1995,SEP,17.3
England,Max temp,1995,OCT,16.3
England,Max temp,1995,NOV,10.4
England,Max temp,1995,DEC,4.6
England,Max temp,1996,JAN,5.7
England,Max temp,1996,FEB,5.4
England,Max temp,1996,MAR,6.8
England,Max temp,1996,APR,12.3
England,Max temp,1996,MAY,13.1
England,Max temp,1996,JUN,19.3
England,Max temp,1996,JUL,21.1
England,Max temp,1996,AUG,20.9
England,Max temp,1996,SEP,17.3
England,Max temp,1996,OCT,14.7
England,Max temp,1996,NOV,8.8
England,Max temp,1996,DEC,5.2
England,Max temp,1997,JAN,4.8
England,Max temp,1997,FEB,9.3
England,Max temp,1997,MAR,11.8
England,Max temp,1997,APR,13.2
England,Max temp,1997,MAY,16.1
England,Max temp,1997,JUN,17.6
England,Max temp,1997,JUL,21.1
England,Max temp,1997,AUG,23.2
England,Max temp,1997,SEP,18.1
England,Max temp,1997,OCT,13.9
England,Max temp,1997,NOV,11.0
England,Max temp,1997,DEC,8.3
England,Max temp,1998,JAN,7.6
England,Max temp,1998,FEB,10.4
England,Max temp,1998,MAR,11.0
England,Max temp,1998,APR,11.2
England,Max temp,1998,MAY,17.3
England,Max temp,1998,JUN,17.7
England,Max temp,1998,JUL,19.2
England,Max temp,1998,AUG,20.4
England,Max temp,1998,SEP,18.1
England,Max temp,1998,OCT,13.4
England,Max temp,1998,NOV,8.7
England,Max temp,1998,DEC,8.3
England,Max temp,1999,JAN,8.3
England,Max temp,1999,FEB,7.8
England,Max temp,1999,MAR,10.5
England,Max temp,1999,APR,13.2
England,Max temp,1999,MAY,16.9
England,Max temp,1999,JUN,18.0
England,Max temp,1999,JUL,22.2
England,Max temp,1999,AUG,20.3
England,Max temp,1999,SEP,19.7
England,Max temp,1999,OCT,14.1
England,Max temp,1999,NOV,10.3
England,Max temp,1999,DEC,7.4
England,Max temp,2000,JAN,7.6
England,Max temp,2000,FEB,9.1
England,Max temp,2000,MAR,10.8
England,Max temp,2000,APR,11.5
England,Max temp,2000,MAY,16.2
England,Max temp,2000,JUN,18.8
England,Max temp,2000,JUL,19.1
England,Max temp,2000,AUG,21.1
England,Max temp,2000,SEP,18.4
England,Max temp,2000,OCT,13.4
England,Max temp,2000,NOV,9.6
England,Max temp,2000,DEC,7.7
England,Max temp,2001,JAN,6.0
England,Max temp,2001,FEB,7.7
England,Max temp,2001,MAR,8.2
England,Max temp,2001,APR,11.3
England,Max temp,2001,MAY,17.0
England,Max temp,2001,JUN,18.4
England,Max temp,2001,JUL,21.3
England,Max temp,2001,AUG,21.0
England,Max temp,2001,SEP,16.7
England,Max temp,2001,OCT,16.2
England,Max temp,2001,NOV,10.6
England,Max temp,2001,DEC,6.6
England,Max temp,2002,JAN,8.3
England,Max temp,2002,FEB,9.8
England,Max temp,2002,MAR,11.1
England,Max temp,2002,APR,13.7
England,Max temp,2002,MAY,15.6
England,Max temp,2002,JUN,18.3
England,Max temp,2002,JUL,20.0
England,Max temp,2002,AUG,21.1
England,Max temp,2002,SEP,18.5
England,Max temp,2002,OCT,13.4
England,Max temp,2002,NOV,11.0
England,Max temp,2002,DEC,7.4
England,Max temp,2003,JAN,6.9
England,Max temp,2003,FEB,7.2
England,Max temp,2003,MAR,12.0
England,Max temp,2003,APR,14.3
England,Max temp,2003,MAY,16.2
England,Max temp,2003,JUN,20.6
England,Max temp,2003,JUL,21.7
England,Max temp,2003,AUG,23.0
England,Max temp,2003,SEP,19.6
England,Max temp,2003,OCT,13.0
England,Max temp,2003,NOV,11.1
England,Max temp,2003,DEC,7.8
England,Max temp,2004,JAN,7.7
England,Max temp,2004,FEB,7.9
England,Max temp,2004,MAR,9.9
England,Max temp,2004,APR,13.2
England,Max temp,2004,MAY,16.6
England,Max temp,2004,JUN,19.8
England,Max temp,2004,JUL,20.0
England,Max temp,2004,AUG,21.4
England,Max temp,2004,SEP,18.6
England,Max temp,2004,OCT,13.7
England,Max temp,2004,NOV,10.2
England,Max temp,2004,DEC,8.3
England,Max temp,2005,JAN,8.6
England,Max temp,2005,FEB,6.8
England,Max temp,2005,MAR,10.1
England,Max temp,2005,APR,12.9
England,Max temp,2005,MAY,15.6
England,Max temp,2005,JUN,20.0
England,Max temp,2005,JUL,20.8
England,Max temp,2005,AUG,20.9
England,Max temp,2005,SEP,19.3
England,Max temp,2005,OCT,15.9
England,Max temp,2005,NOV,9.7
England,Max temp,2005,DEC,7.4
England,Max temp,2006,JAN,6.5
England,Max temp,2006,FEB,6.3
England,Max temp,2006,MAR,7.9
England,Max temp,2006,APR,12.4
England,Max temp,2006,MAY,16.2
England,Max temp,2006,JUN,20.8
England,Max temp,2006,JUL,25.2
England,Max temp,2006,AUG,20.1
England,Max temp,2006,SEP,20.7
England,Max temp,2006,OCT,16.1
England,Max temp,2006,NOV,11.5
England,Max temp,2006,DEC,8.8
England,Max temp,2007,JAN,9.5
England,Max temp,2007,FEB,8.9
England,Max temp,2007,MAR,11.0
England,Max temp,2007,APR,16.3
England,Max temp,2007,MAY,16.0
England,Max temp,2007,JUN,19.0
England,Max temp,2007,JUL,19.3
England,Max temp,2007,AUG,20.0
England,Max temp,2007,SEP,18.0
England,Max temp,2007,OCT,14.5
England,Max temp,2007,NOV,10.6
England,Max temp,2007,DEC,7.8
England,Max temp,2008,JAN,9.2
England,Max temp,2008,FEB,9.5
England,Max temp,2008,MAR,9.4
England,Max temp,2008,APR,12.0
England,Max temp,2008,MAY,17.7
England,Max temp,2008,JUN,18.5
England,Max temp,2008,JUL,20.6
England,Max temp,2008,AUG,19.8
England,Max temp,2008,SEP,17.2
England,Max temp,2008,OCT,13.4
England,Max temp,2008,NOV,9.6
England,Max temp,2008,DEC,6.4
England,Max temp,2009,JAN,5.8
England,Max temp,2009,FEB,6.8
England,Max temp,2009,MAR,10.9
England,Max temp,2009,APR,14.2
England,Max temp,2009,MAY,16.5
England,Max temp,2009,JUN,19.5
England,Max temp,2009,JUL,20.4
England,Max temp,2009,AUG,21.0
England,Max temp,2009,SEP,18.3
England,Max temp,2009,OCT,14.8
England,Max temp,2009,NOV,11.1
England,Max temp,2009,DEC,5.8
England,Max temp,2010,JAN,3.8
England,Max temp,2010,FEB,5.5
England,Max temp,2010,MAR,9.8
England,Max temp,2010,APR,13.8
England,Max temp,2010,MAY,15.4
England,Max temp,2010,JUN,20.3
England,Max temp,2010,JUL,21.6
England,Max temp,2010,AUG,19.6
England,Max temp,2010,SEP,17.7
England,Max temp,2010,OCT,13.8
England,Max temp,2010,NOV,8.0
England,Max temp,2010,DEC,2.7
England,Max temp,2011,JAN,6.3
England,Max temp,2011,FEB,8.9
England,Max temp,2011,MAR,10.8
England,Max temp,2011,APR,16.9
England,Max temp,2011,MAY,16.7
England,Max temp,2011,JUN,18.7
England,Max temp,2011,JUL,19.8
England,Max temp,2011,AUG,19.6
England,Max temp,2011,SEP,19.2
England,Max temp,2011,OCT,16.0
England,Max temp,2011,NOV,12.3
England,Max temp,2011,DEC,8.6
England,Max temp,2012,JAN,8.3
England,Max temp,2012,FEB,7.1
England,Max temp,2012,MAR,12.8
England,Max temp,2012,APR,11.1
England,Max temp,2012,MAY,16.0
England,Max temp,2012,JUN,17.1
England,Max temp,2012,JUL,19.3
England,Max temp,2012,AUG,20.8
England,Max temp,2012,SEP,17.4
England,Max temp,2012,OCT,12.7
England,Max temp,2012,NOV,9.6
England,Max temp,2012,DEC,7.6
England,Max temp,2013,JAN,5.8
England,Max temp,2013,FEB,5.7
England,Max temp,2013,MAR,5.5
England,Max temp,2013,APR,11.5
England,Max temp,2013,MAY,14.8
England,Max temp,2013,JUN,18.0
England,Max temp,2013,JUL,23.6
England,Max temp,2013,AUG,21.5
England,Max temp,2013,SEP,17.9
England,Max temp,2013,OCT,15.3
England,Max temp,2013,NOV,9.3
England,Max temp,2013,DEC,9.3
England,Max temp,2014,JAN,8.3
England,Max temp,2014,FEB,8.9
England,Max temp,2014,MAR,11.8
England,Max temp,2014,APR,14.1
England,Max temp,2014,MAY,16.2
England,Max temp,2014,JUN,19.7
England,Max temp,2014,JUL,22.7
England,Max temp,2014,AUG,19.4
England,Max temp,2014,SEP,19.4
England,Max temp,2014,OCT,15.6
England,Max temp,2014,NOV,11.1
England,Max temp,2014,DEC,8.1
England,Max temp,2015,JAN,7.4
England,Max temp,2015,FEB,7.0
England,Max temp,2015,MAR,10.0
England,Max temp,2015,APR,14.0
England,Max temp,2015,MAY,14.9
England,Max temp,2015,JUN,19.0
England,Max temp,2015,JUL,20.4
England,Max temp,2015,AUG,20.3
England,Max temp,2015,SEP,17.1
England,Max temp,2015,OCT,14.4
England,Max temp,2015,NOV,12.2
England,Max temp,2015,DEC,12.1
England,Max temp,2016,JAN,8.2
England,Max temp,2016,FEB,8.0
England,Max temp,2016,MAR,9.4
England,Max temp,2016,APR,11.6
England,Max temp,2016,MAY,16.8
England,Max temp,2016,JUN,18.8
England,Max temp,2016,JUL,21.1
England,Max temp,2016,AUG,21.5
England,Max temp,2016,SEP,19.9
England,Max temp,2016,OCT,14.2
England,Max temp,2016,NOV,8.9
England,Max temp,2016,DEC,9.1
England,Max temp,2017,JAN,6.7
England,Max temp,2017,FEB,8.6
England,Max temp,2017,MAR,12.1
England,Max temp,2017,APR,13.5
England,Max temp,2017,MAY,17.5
England,Max temp,2017,JUN,20.3
England,Max temp,2017,JUL,21.0
England,Max temp,2017,AUG,20.0
England,Max temp,2017,SEP,17.3
England,Max temp,2017,OCT,15.4
England,Max temp,2017,NOV,8.12
England,Max temp,2017,DEC,14.36
England,Min temp,1910,JAN,0.3
England,Min temp,1910,FEB,1.5
England,Min temp,1910,MAR,1.5
England,Min temp,1910,APR,2.8
England,Min temp,1910,MAY,6.1
England,Min temp,1910,JUN,9.6
England,Min temp,1910,JUL,10.0
England,Min temp,1910,AUG,10.9
England,Min temp,1910,SEP,8.2
England,Min temp,1910,OCT,7.5
England,Min temp,1910,NOV,-0.2
England,Min temp,1910,DEC,3.5
England,Min temp,1911,JAN,0.7
England,Min temp,1911,FEB,1.2
England,Min temp,1911,MAR,1.7
England,Min temp,1911,APR,3.2
England,Min temp,1911,MAY,7.2
England,Min temp,1911,JUN,9.1
England,Min temp,1911,JUL,11.5
England,Min temp,1911,AUG,12.6
England,Min temp,1911,SEP,8.4
England,Min temp,1911,OCT,5.6
England,Min temp,1911,NOV,2.7
England,Min temp,1911,DEC,3.1
England,Min temp,1912,JAN,0.6
England,Min temp,1912,FEB,1.9
England,Min temp,1912,MAR,3.6
England,Min temp,1912,APR,3.1
England,Min temp,1912,MAY,6.9
England,Min temp,1912,JUN,9.2
England,Min temp,1912,JUL,11.5
England,Min temp,1912,AUG,8.9
England,Min temp,1912,SEP,7.1
England,Min temp,1912,OCT,3.5
England,Min temp,1912,NOV,3.0
England,Min temp,1912,DEC,3.2
England,Min temp,1913,JAN,1.3
England,Min temp,1913,FEB,1.0
England,Min temp,1913,MAR,2.1
England,Min temp,1913,APR,3.7
England,Min temp,1913,MAY,6.5
England,Min temp,1913,JUN,8.8
England,Min temp,1913,JUL,10.0
England,Min temp,1913,AUG,10.0
England,Min temp,1913,SEP,9.7
England,Min temp,1913,OCT,7.2
England,Min temp,1913,NOV,4.5
England,Min temp,1913,DEC,2.1
England,Min temp,1914,JAN,0.3
England,Min temp,1914,FEB,2.9
England,Min temp,1914,MAR,2.2
England,Min temp,1914,APR,3.9
England,Min temp,1914,MAY,5.6
England,Min temp,1914,JUN,8.7
England,Min temp,1914,JUL,11.1
England,Min temp,1914,AUG,10.9
England,Min temp,1914,SEP,7.9
England,Min temp,1914,OCT,6.4
England,Min temp,1914,NOV,3.1
England,Min temp,1914,DEC,1.6
England,Min temp,1915,JAN,1.1
England,Min temp,1915,FEB,0.5
England,Min temp,1915,MAR,1.0
England,Min temp,1915,APR,2.7
England,Min temp,1915,MAY,5.3
England,Min temp,1915,JUN,8.2
England,Min temp,1915,JUL,9.9
England,Min temp,1915,AUG,10.6
England,Min temp,1915,SEP,8.2
England,Min temp,1915,OCT,5.1
England,Min temp,1915,NOV,-0.5
England,Min temp,1915,DEC,2.1
England,Min temp,1916,JAN,4.1
England,Min temp,1916,FEB,0.4
England,Min temp,1916,MAR,0.2
England,Min temp,1916,APR,3.1
England,Min temp,1916,MAY,6.4
England,Min temp,1916,JUN,7.1
England,Min temp,1916,JUL,10.1
England,Min temp,1916,AUG,11.3
England,Min temp,1916,SEP,8.6
England,Min temp,1916,OCT,6.9
England,Min temp,1916,NOV,3.2
England,Min temp,1916,DEC,-1.0
England,Min temp,1917,JAN,-0.5
England,Min temp,1917,FEB,-2.4
England,Min temp,1917,MAR,-0.8
England,Min temp,1917,APR,0.5
England,Min temp,1917,MAY,6.8
England,Min temp,1917,JUN,9.4
England,Min temp,1917,JUL,10.6
England,Min temp,1917,AUG,11.6
England,Min temp,1917,SEP,9.6
England,Min temp,1917,OCT,3.3
England,Min temp,1917,NOV,4.6
England,Min temp,1917,DEC,-0.9
England,Min temp,1918,JAN,0.3
England,Min temp,1918,FEB,3.0
England,Min temp,1918,MAR,1.4
England,Min temp,1918,APR,2.6
England,Min temp,1918,MAY,7.1
England,Min temp,1918,JUN,7.4
England,Min temp,1918,JUL,10.3
England,Min temp,1918,AUG,11.1
England,Min temp,1918,SEP,8.1
England,Min temp,1918,OCT,5.5
England,Min temp,1918,NOV,1.9
England,Min temp,1918,DEC,3.7
England,Min temp,1919,JAN,0.0
England,Min temp,1919,FEB,-1.3
England,Min temp,1919,MAR,0.0
England,Min temp,1919,APR,2.5
England,Min temp,1919,MAY,7.1
England,Min temp,1919,JUN,8.6
England,Min temp,1919,JUL,9.2
England,Min temp,1919,AUG,10.6
England,Min temp,1919,SEP,7.9
England,Min temp,1919,OCT,2.8
England,Min temp,1919,NOV,0.1
England,Min temp,1919,DEC,2.0
England,Min temp,1920,JAN,1.4
England,Min temp,1920,FEB,2.0
England,Min temp,1920,MAR,2.6
England,Min temp,1920,APR,4.5
England,Min temp,1920,MAY,6.8
England,Min temp,1920,JUN,9.0
England,Min temp,1920,JUL,10.0
England,Min temp,1920,AUG,9.0
England,Min temp,1920,SEP,8.2
England,Min temp,1920,OCT,6.4
England,Min temp,1920,NOV,3.1
England,Min temp,1920,DEC,1.3
England,Min temp,1921,JAN,4.0
England,Min temp,1921,FEB,1.1
England,Min temp,1921,MAR,2.9
England,Min temp,1921,APR,2.9
England,Min temp,1921,MAY,5.8
England,Min temp,1921,JUN,8.5
England,Min temp,1921,JUL,11.7
England,Min temp,1921,AUG,10.9
England,Min temp,1921,SEP,8.9
England,Min temp,1921,OCT,8.0
England,Min temp,1921,NOV,1.5
England,Min temp,1921,DEC,3.1
England,Min temp,1922,JAN,0.5
England,Min temp,1922,FEB,0.9
England,Min temp,1922,MAR,1.2
England,Min temp,1922,APR,1.1
England,Min temp,1922,MAY,6.8
England,Min temp,1922,JUN,8.4
England,Min temp,1922,JUL,9.2
England,Min temp,1922,AUG,9.1
England,Min temp,1922,SEP,7.9
England,Min temp,1922,OCT,4.4
England,Min temp,1922,NOV,2.0
England,Min temp,1922,DEC,2.8
England,Min temp,1923,JAN,2.0
England,Min temp,1923,FEB,2.6
England,Min temp,1923,MAR,2.7
England,Min temp,1923,APR,3.3
England,Min temp,1923,MAY,4.9
England,Min temp,1923,JUN,7.9
England,Min temp,1923,JUL,12.5
England,Min temp,1923,AUG,10.3
England,Min temp,1923,SEP,7.6
England,Min temp,1923,OCT,6.0
England,Min temp,1923,NOV,-0.2
England,Min temp,1923,DEC,0.4
England,Min temp,1924,JAN,1.6
England,Min temp,1924,FEB,0.1
England,Min temp,1924,MAR,-0.7
England,Min temp,1924,APR,2.3
England,Min temp,1924,MAY,6.9
England,Min temp,1924,JUN,9.2
England,Min temp,1924,JUL,10.3
England,Min temp,1924,AUG,9.8
England,Min temp,1924,SEP,9.6
England,Min temp,1924,OCT,6.7
England,Min temp,1924,NOV,3.9
England,Min temp,1924,DEC,3.8
England,Min temp,1925,JAN,2.1
England,Min temp,1925,FEB,1.7
England,Min temp,1925,MAR,1.2
England,Min temp,1925,APR,2.9
England,Min temp,1925,MAY,6.8
England,Min temp,1925,JUN,8.8
England,Min temp,1925,JUL,11.5
England,Min temp,1925,AUG,11.0
England,Min temp,1925,SEP,7.1
England,Min temp,1925,OCT,6.4
England,Min temp,1925,NOV,0.5
England,Min temp,1925,DEC,-0.2
England,Min temp,1926,JAN,1.2
England,Min temp,1926,FEB,3.7
England,Min temp,1926,MAR,2.6
England,Min temp,1926,APR,4.4
England,Min temp,1926,MAY,5.4
England,Min temp,1926,JUN,8.4
England,Min temp,1926,JUL,12.0
England,Min temp,1926,AUG,11.3
England,Min temp,1926,SEP,10.1
England,Min temp,1926,OCT,4.1
England,Min temp,1926,NOV,2.7
England,Min temp,1926,DEC,1.3
England,Min temp,1927,JAN,1.4
England,Min temp,1927,FEB,0.6
England,Min temp,1927,MAR,3.4
England,Min temp,1927,APR,3.6
England,Min temp,1927,MAY,5.7
England,Min temp,1927,JUN,7.6
England,Min temp,1927,JUL,11.3
England,Min temp,1927,AUG,11.2
England,Min temp,1927,SEP,8.6
England,Min temp,1927,OCT,6.3
England,Min temp,1927,NOV,2.8
England,Min temp,1927,DEC,-0.2
England,Min temp,1928,JAN,1.5
England,Min temp,1928,FEB,2.0
England,Min temp,1928,MAR,2.3
England,Min temp,1928,APR,3.5
England,Min temp,1928,MAY,5.6
England,Min temp,1928,JUN,7.9
England,Min temp,1928,JUL,10.8
England,Min temp,1928,AUG,10.6
England,Min temp,1928,SEP,7.4
England,Min temp,1928,OCT,6.2
England,Min temp,1928,NOV,4.3
England,Min temp,1928,DEC,0.1
England,Min temp,1929,JAN,-1.1
England,Min temp,1929,FEB,-2.9
England,Min temp,1929,MAR,0.2
England,Min temp,1929,APR,1.7
England,Min temp,1929,MAY,5.6
England,Min temp,1929,JUN,8.0
England,Min temp,1929,JUL,10.4
England,Min temp,1929,AUG,10.4
England,Min temp,1929,SEP,9.9
England,Min temp,1929,OCT,5.5
England,Min temp,1929,NOV,2.9
England,Min temp,1929,DEC,2.6
England,Min temp,1930,JAN,2.2
England,Min temp,1930,FEB,-0.1
England,Min temp,1930,MAR,1.2
England,Min temp,1930,APR,4.2
England,Min temp,1930,MAY,6.0
England,Min temp,1930,JUN,9.7
England,Min temp,1930,JUL,10.8
England,Min temp,1930,AUG,11.0
England,Min temp,1930,SEP,9.7
England,Min temp,1930,OCT,6.7
England,Min temp,1930,NOV,2.6
England,Min temp,1930,DEC,1.3
England,Min temp,1931,JAN,0.2
England,Min temp,1931,FEB,0.6
England,Min temp,1931,MAR,-0.4
England,Min temp,1931,APR,3.8
England,Min temp,1931,MAY,6.4
England,Min temp,1931,JUN,9.7
England,Min temp,1931,JUL,11.1
England,Min temp,1931,AUG,10.0
England,Min temp,1931,SEP,7.6
England,Min temp,1931,OCT,4.4
England,Min temp,1931,NOV,4.4
England,Min temp,1931,DEC,2.3
England,Min temp,1932,JAN,2.7
England,Min temp,1932,FEB,0.0
England,Min temp,1932,MAR,0.3
England,Min temp,1932,APR,2.6
England,Min temp,1932,MAY,6.1
England,Min temp,1932,JUN,8.4
England,Min temp,1932,JUL,11.6
England,Min temp,1932,AUG,12.4
England,Min temp,1932,SEP,8.8
England,Min temp,1932,OCT,4.8
England,Min temp,1932,NOV,3.7
England,Min temp,1932,DEC,2.7
England,Min temp,1933,JAN,-0.8
England,Min temp,1933,FEB,0.7
England,Min temp,1933,MAR,2.3
England,Min temp,1933,APR,3.9
England,Min temp,1933,MAY,7.0
England,Min temp,1933,JUN,9.5
England,Min temp,1933,JUL,12.2
England,Min temp,1933,AUG,11.9
England,Min temp,1933,SEP,9.8
England,Min temp,1933,OCT,6.5
England,Min temp,1933,NOV,2.8
England,Min temp,1933,DEC,-1.0
England,Min temp,1934,JAN,0.7
England,Min temp,1934,FEB,-0.2
England,Min temp,1934,MAR,0.8
England,Min temp,1934,APR,3.5
England,Min temp,1934,MAY,5.9
England,Min temp,1934,JUN,9.3
England,Min temp,1934,JUL,11.8
England,Min temp,1934,AUG,10.1
England,Min temp,1934,SEP,9.3
England,Min temp,1934,OCT,6.8
England,Min temp,1934,NOV,3.2
England,Min temp,1934,DEC,5.3
England,Min temp,1935,JAN,1.8
England,Min temp,1935,FEB,2.5
England,Min temp,1935,MAR,2.4
England,Min temp,1935,APR,3.8
England,Min temp,1935,MAY,4.7
England,Min temp,1935,JUN,10.0
England,Min temp,1935,JUL,11.5
England,Min temp,1935,AUG,10.9
England,Min temp,1935,SEP,9.2
England,Min temp,1935,OCT,5.6
England,Min temp,1935,NOV,3.4
England,Min temp,1935,DEC,0.2
England,Min temp,1936,JAN,0.9
England,Min temp,1936,FEB,-0.8
England,Min temp,1936,MAR,3.2
England,Min temp,1936,APR,2.0
England,Min temp,1936,MAY,6.1
England,Min temp,1936,JUN,9.5
England,Min temp,1936,JUL,11.1
England,Min temp,1936,AUG,10.9
England,Min temp,1936,SEP,10.5
England,Min temp,1936,OCT,5.0
England,Min temp,1936,NOV,2.2
England,Min temp,1936,DEC,1.8
England,Min temp,1937,JAN,1.9
England,Min temp,1937,FEB,2.3
England,Min temp,1937,MAR,-0.2
England,Min temp,1937,APR,5.0
England,Min temp,1937,MAY,7.1
England,Min temp,1937,JUN,9.0
England,Min temp,1937,JUL,11.5
England,Min temp,1937,AUG,11.3
England,Min temp,1937,SEP,8.4
England,Min temp,1937,OCT,6.4
England,Min temp,1937,NOV,1.9
England,Min temp,1937,DEC,0.1
England,Min temp,1938,JAN,2.5
England,Min temp,1938,FEB,1.7
England,Min temp,1938,MAR,4.0
England,Min temp,1938,APR,2.2
England,Min temp,1938,MAY,5.5
England,Min temp,1938,JUN,9.4
England,Min temp,1938,JUL,10.3
England,Min temp,1938,AUG,11.1
England,Min temp,1938,SEP,9.2
England,Min temp,1938,OCT,6.3
England,Min temp,1938,NOV,5.7
England,Min temp,1938,DEC,1.2
England,Min temp,1939,JAN,1.4
England,Min temp,1939,FEB,1.9
England,Min temp,1939,MAR,2.3
England,Min temp,1939,APR,3.7
England,Min temp,1939,MAY,6.0
England,Min temp,1939,JUN,8.6
England,Min temp,1939,JUL,10.8
England,Min temp,1939,AUG,11.5
England,Min temp,1939,SEP,9.9
England,Min temp,1939,OCT,4.4
England,Min temp,1939,NOV,5.3
England,Min temp,1939,DEC,0.4
England,Min temp,1940,JAN,-4.6
England,Min temp,1940,FEB,-0.5
England,Min temp,1940,MAR,1.7
England,Min temp,1940,APR,3.9
England,Min temp,1940,MAY,6.6
England,Min temp,1940,JUN,9.9
England,Min temp,1940,JUL,10.0
